통계표ID,통계표명,승인번호,기관코드,주기,시작연도,마지막연도,지역,연령대,대상,구분
DT_1FO401,임업 종사기간 및 성별 임업 종사 가구원,101041,101,5년,2010,2010,,,"종사기간,성별,임업종사가구원",성별
DT_1FO402,연령 및 성별 임업 종사 가구원,101041,101,5년,2010,2010,,,임업종사가구원,성별
DT_1FO403,임업 종사형태 및 성별 임업 종사 가구원,101041,101,5년,2010,2010,,,임업종사가구원,성별
DT_1FO404,임업 이외 종사기간 및 성별 임업 종사 가구원,101041,101,5년,2010,2010,,,"종사기간,성별,임업종사가구원","종사기간별,성별"
DT_1FO405,주 종사분야별 임업 종사 가구원,101041,101,5년,2010,2010,,,임업종사가구원,종사분야별
DT_1FO501,임산물 재배품목별 임가 및 재배면적,101041,101,5년,2010,2010,,,"임산물,임가,재배면적",재배품목별
DT_1FO502,산나물 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO503,약용작물 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO504,관상작물 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO505,표고버섯 재배본수 규모별 임가 및 본(봉)수,101041,101,5년,2010,2010,,,"임가,본수",규모별
DT_1FO506,떫은감 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"재배면적,임가,면적",재배면적규모별
DT_1FO507,밤나무 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO508,호두나무 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO509,대추나무 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO510,잣나무 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO511,은행나무 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"임가,면적",재배면적규모별
DT_1FO512,복분자 재배면적규모별 임가 및 면적,101041,101,5년,2010,2010,,,"재배면적,임가",재배면적규모별
DT_1FS000,해수면 어가 및 어가인구 추이,101041,101,5년,1970,2020,,,"어가,어가인구",
DT_1FS101,전 · 겸업별 어가,101041,101,5년,2010,2010,,,어가,전겸업별
DT_1FS102,주된 어업 경영형태별 어가,101041,101,5년,2010,2010,,,어가,어업경영형태별
DT_1FS103,가구원수별 어가,101041,101,5년,2010,2010,,,어가,가구원수별
DT_1FS104,세대구성별 어가,101041,101,5년,2010,2010,,,어가,세대구성별
DT_1FS105,경영주 혼인상태 및 성별 어가,101041,101,5년,2010,2010,,,"경영주,어가","혼인상태별,성별"
DT_1FS106,경영주 연령별 어가,101041,101,5년,2010,2010,,,어가,경영주연령별
DT_1FS107,경영주 교육정도별 어가,101041,101,5년,2010,2010,,,어가,교육정도별
DT_1FS108,경영주 주 종사분야별 어가,101041,101,5년,2010,2010,,,어가,종사분야별
DT_1FS109,경영주 어업 주 종사부문 및 어업종사기간별 어가,101041,101,5년,2010,2010,,,어가,"어업주종사부문별,어업종사기간별"
DT_1FS110,경영주 어업경력기간별 어가,101041,101,5년,2010,2010,,,어가,어업경력기간별
DT_1FS111,어업 종사경력 5년 이하 경영주의 경영동기별 어가,101041,101,5년,2010,2010,,,어가,경영동기별
DT_1FS112,어업 종사인원별 어가,101041,101,5년,2010,2010,,,"어가,어업종사인원",어업종사인원별
DT_1FS113,고용기간 및 내 · 외국인 고용인수별 어가,101041,101,5년,2010,2010,,,"고용인수,어가","고용기간별,내외국인별"
DT_1FS114,주된 어로어업 방법별 어가,101041,101,5년,2010,2010,,,어가,어로어업방법별
DT_1FS115,어로어업 방법별 어가,101041,101,5년,2010,2010,,,어가,어가별
DT_1FS116,주된 어획품종별 어가,101041,101,5년,2010,2010,,,어가,어획품종별
DT_1FS117,어획품종별 어가,101041,101,5년,2010,2010,,,어가,어획품종별
DT_1FS118,주된 양식품종별 어가,101041,101,5년,2010,2010,,,어가,양식품종별
DT_1FS119,양식품종별 어가 및 양식면적,101041,101,5년,2010,2010,,,"어가,양식면적",양식품종별
DT_1FS120,양식방법별 어가 및 양식면적,101041,101,5년,2010,2010,,,"어가,양식면적",양식방법별
DT_1FS121,양식장 면적규모별 어가,101041,101,5년,2010,2010,,,"양식장,어가",면적규모별
DT_1FS122,동력선 톤수규모별 어가,101041,101,5년,2010,2010,,,어가,톤수규모별
DT_1FS123,보유어선 척수별 어가,101041,101,5년,2010,2010,,,어가,척수별
DT_1FS124,수산물 판매처별 어가,101041,101,5년,2010,2010,,,어가,판매처별
DT_1FS125,수산물 판매형태별 어가,101041,101,5년,2010,2010,,,어가,판매형태별
DT_1FS126,수산물 판매금액별 어가,101041,101,5년,2010,2010,,,어가,판매금액별
DT_1FS127,양식 수산물 판매금액별 어가,101041,101,5년,2010,2010,,,어가,판매금액별
DT_1FS128,생산자조직 참여 여부 및 현황별 어가,101041,101,5년,2010,2010,,,어가,생산자조직참여여부별
DT_1FS129,어업 관련 사업별 어가,101041,101,5년,2010,2010,,,어가,사업별
DT_1FS130,정보화 현황별 어가,101041,101,5년,2010,2010,,,어가,정보화현황별
DT_1FS131,자동차 보유 현황별 어가,101041,101,5년,2010,2010,,,"어가,자동차",어가별
DT_1FS132,거처형태별 어가,101041,101,5년,2010,2010,,,어가,거처형태별
DT_1FS133,난방시설별 어가,101041,101,5년,2010,2010,,,어가,난방시설별
DT_1FS134,주거시설 형태별 어가,101041,101,5년,2010,2010,,,어가,주거시설형태별
DT_1FS15101,전 · 겸업별 어가,101041,101,5년,2015,2015,,,어가,전겸업별
DT_1FS15102,주된 어업 경영형태별 어가,101041,101,5년,2015,2015,,,어가,어업경영형태별
DT_1FS15103,가구원수별 어가,101041,101,5년,2015,2015,,,어가,가구원수별
DT_1FS15104,세대구성별 어가,101041,101,5년,2015,2015,,,어가,세대구성별
DT_1FS15105,경영주 혼인상태 및 성별 어가,101041,101,5년,2015,2015,,,"경영주,어가","혼인상태별,성별"
DT_1FS15106,경영주 연령별 어가,101041,101,5년,2015,2015,,,어가,경영주연령별
DT_1FS15107,경영주 교육정도별 어가,101041,101,5년,2015,2015,,,어가,교육정도별
DT_1FS15108,경영주 주 종사분야별 어가,101041,101,5년,2015,2015,,,어가,종사분야별
DT_1FS15109,경영주 어업 주 종사부문 및 어업종사기간별 어가,101041,101,5년,2015,2015,,,어가,"어업주종사부문별,어업종사기간별"
DT_1FS15110,경영주 어업경력기간별 어가,101041,101,5년,2015,2015,,,어가,어업경력기간별
DT_1FS15111,경영주 5년 전 주종사분야별 어가,101041,101,5년,2015,2015,,,"경영주,어가","경영주별,5년전주종사분야별"
DT_1FS15112,경영주 5년 전 거주지별 어가,101041,101,5년,2015,2015,,,어가,거주지별
DT_1FS15113,어업 종사인원별 어가,101041,101,5년,2015,2015,,,"어가,어업종사인원",어업별
DT_1FS15114,고용기간 및 내 · 외국인 성별 ·고용인수별 어가,101041,101,5년,2015,2015,,,고용인수,"고용기간별,내외국인별,성별별"
DT_1FS15115,주된 어로어업 방법별 어가,101041,101,5년,2015,2015,,,어가,어로어업방법별
DT_1FS15116,어로어업 방법별 어가,101041,101,5년,2015,2015,,,어가,어로어업방법별
DT_1FS15117,주된 어획품종별 어가,101041,101,5년,2015,2015,,,어가,어획품종별
DT_1FS15118,어획품종별 어가,101041,101,5년,2015,2015,,,어가,어획품종별
DT_1FS15119,주된 양식품종별 어가,101041,101,5년,2015,2015,,,어가,양식품종별
DT_1FS15120,양식품종별 어가 및 양식장면적,101041,101,5년,2015,2015,,,"어가,양식장면적",양식품종별
DT_1FS15121,양식방법별 어가 및 양식장면적,101041,101,5년,2015,2015,,,"어가,양식장면적",양식방법별
DT_1FS15122,양식장 면적규모별 어가,101041,101,5년,2015,2015,,,어가,면적규모별
DT_1FS15123,동력선 톤수규모별 어가,101041,101,5년,2015,2015,,,어가,톤수규모별
DT_1FS15124,보유어선 척수별 어가,101041,101,5년,2015,2015,,,어가,어가별
DT_1FS15125,수산물 판매처별 어가,101041,101,5년,2015,2015,,,어가,판매처별
DT_1FS15126,수산물 판매형태별 어가,101041,101,5년,2015,2015,,,어가,판매형태별
DT_1FS15127,수산물 판매금액별 어가,101041,101,5년,2015,2015,,,어가,판매금액별
DT_1FS15128,양식 수산물 판매금액별 어가,101041,101,5년,2015,2015,,,어가,판매금액별
DT_1FS15129,생산자조직 참여 여부 및 현황별 어가,101041,101,5년,2015,2015,,,어가,생산자조직참여여부별
DT_1FS15130,어업 관련 사업별 어가,101041,101,5년,2015,2015,,,어가,사업별
DT_1FS15131,정보화 현황별 어가,101041,101,5년,2015,2015,,,어가,정보화현황별
DT_1FS15132,교통수단 보유 현황별 어가,101041,101,5년,2015,2015,,,"어가,교통수단",교통수단별
DT_1FS15133,거처형태별 어가,101041,101,5년,2015,2015,,,어가,거처형태별
DT_1FS15134,난방시설별 어가,101041,101,5년,2015,2015,,,어가,난방시설별
DT_1FS15135,주거시설 형태별 어가,101041,101,5년,2015,2015,,,어가,주거시설형태별
DT_1FS15201,연령 및 성별 어가인구/성비,101041,101,5년,2015,2015,,,어가인구,성별
DT_1FS15202,연령계층 및 성별 어가인구,101041,101,5년,2015,2015,,,어가인구,"성별,연령계층별"
DT_1FS15203,6세 이상 교육정도별 어가인구,101041,101,5년,2015,2015,,6세 이상,어가인구,교육정도별
DT_1FS15204,15세 이상 혼인상태 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,"혼인상태,성별,어가인구","혼인상태별,성별"
DT_1FS15205,15세 이상 주 종사분야 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,어가인구,성별
DT_1FS15206,15세 이상 전 · 겸업 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,어가인구,성별
DT_1FS15207,15세 이상 어업 종사기간 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,"어업종사기간,성별어가인구","성별,어업종사기간별"
DT_1FS15208,15세 이상 어업 종사형태 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,"어업종사자,어가인구","종류별,성별"
DT_1FS15209,15세 이상 어업 주 종사부문 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,"어업주종사부문,성별어가인구","종사부문별,성별"
DT_1FS15210,15세 이상 어업 외 종사기간 및 성별 어가인구,101041,101,5년,2015,2015,,15세 이상,"종사기간,성별어가인구","종류별,성별"
DT_1FS15301,연령 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,어업종사가구원,성별
DT_1FS15302,혼인상태 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,가구원,성별
DT_1FS15303,교육정도별 어업 종사 가구원,101041,101,5년,2015,2015,,,어업종사가구원,교육정도별
DT_1FS15304,어업 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,"어업종사기간,성별,어업종사가구원",성별
DT_1FS15305,어업 종사형태 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,어업종사가구원,"종류별,성별"
DT_1FS15306,어업 주종사부문 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,어업종사가구원,"주종사부문별,성별"
DT_1FS15307,주 종사분야 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,어업종사가구원,성별
DT_1FS15308,어업 외 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2015,2015,,,"종사기간,성별,가구원","종류별,성별"
DT_1FS15401,보유어선 및 동력선 톤수 규모별 어선 척수,101041,101,5년,2015,2015,,,어선척수,톤수규모별
DT_1FS15402,선질별 동력선 척수,101041,101,5년,2015,2015,,,동력선,선질별
DT_1FS15403,출어일수별 동력선 척수,101041,101,5년,2015,2015,,,동력선,출어일수별
DT_1FS15404,평균 승선원수별 동력선 척수,101041,101,5년,2015,2015,,,동력선,평균승선원수별
DT_1FS15405,어법별 동력선 척수,101041,101,5년,2015,2015,,,동력선,어법별
DT_1FS201,연령 및 성별 어가인구/성비,101041,101,5년,2010,2010,,,어가인구,"연령별,성별"
DT_1FS20101,전 · 겸업별 어가,101041,101,5년,2020,2020,,,어가,전겸업별
DT_1FS20102,주된 어업 경영형태별 어가,101041,101,5년,2020,2020,,,어가,어업경영형태별
DT_1FS20103,가구원수별 어가,101041,101,5년,2020,2020,,,"어가,가구원수",가구원수별
DT_1FS20104,세대구성별 어가,101041,101,5년,2020,2020,,,어가,세대구성별
DT_1FS20105,경영주 혼인상태 및 성별 어가,101041,101,5년,2020,2020,,,"경영주,어가","혼인상태별,성별"
DT_1FS20106,경영주 연령 및 교육정도별 어가,101041,101,5년,2020,2020,,,어가,"경영주연령별,교육정도별"
DT_1FS20107,경영주 어업경력기간별 어가,101041,101,5년,2020,2020,,,어가,어업경력기간별
DT_1FS20108,경영주 어업 주 종사부문 및 어업종사기간별 어가,101041,101,5년,2020,2020,,,어가,"어업주종사부문별,어업종사기간별"
DT_1FS20109,경영주 주 종사분야별 어가,101041,101,5년,2020,2020,,,어가,종사분야별
DT_1FS20110,어업 종사인원별 어가,101041,101,5년,2020,2020,,,"어가,어업종사인원",어업종사인원별
DT_1FS20111,고용기간 및 내 · 외국인 성별 ·고용인수별 어가,101041,101,5년,2020,2020,,,"고용인수,어가","고용기간별,내외국인별,성별"
DT_1FS20112,주된 어로어업 방법별 어가,101041,101,5년,2020,2020,,,어가,어로어업방법별
DT_1FS20113,어로어업 방법별 어가,101041,101,5년,2020,2020,,,어가,어가별
DT_1FS20114,주된 어획품종별 어가,101041,101,5년,2020,2020,,,어가,어획품종별
DT_1FS20115,어획품종별 어가,101041,101,5년,2020,2020,,,어가,어획품종별
DT_1FS20116,주된 양식품종별 어가,101041,101,5년,2020,2020,,,어가,양식품종별
DT_1FS20117,양식품종별 어가 및 양식장 면적,101041,101,4년,2020,2020,,,"어가,양식장면적",양식품종별
DT_1FS20118,양식방법별 어가 및 양식장면적,101041,101,5년,2020,2020,,,"어가,양식장면적",양식방법별
DT_1FS20119,양식장 면적규모별 어가,101041,101,5년,2020,2020,,,"어가,양식장면적규모",면적규모별
DT_1FS20120,보유어선 척수별 어가,101041,101,5년,2020,2020,,,어가,어가별
DT_1FS20121,동력선 톤수규모별 어가,101041,101,5년,2020,2020,,,어가,톤수규모별
DT_1FS20122,수산물 판매금액별 어가,101041,101,5년,2020,2020,,,"어가,수산물판매금액",판매금액별
DT_1FS20123,양식 수산물 판매금액별 어가,101041,101,5년,2020,2020,,,어가,판매금액별
DT_1FS20124,수산물 판매처별 어가,101041,101,5년,2020,2020,,,어가,판매처별
DT_1FS20125,수산물 판매형태별 어가,101041,101,5년,2020,2020,,,어가,판매형태별
DT_1FS20126,생산자조직 참여 여부 및 현황별 어가,101041,101,5년,2020,2020,,,어가,생산자조직참여여부별
DT_1FS20127,어업 관련 사업별 어가,101041,101,5년,2020,2020,,,어가,사업별
DT_1FS20128,정보화 현황별 어가,101041,101,5년,2020,2020,,,어가,정보화현황별
DT_1FS20129,교통수단 보유 현황별 어가,101041,101,5년,2020,2020,,,"어가,교통수단",교통수단보유현황별
DT_1FS20130,거처형태별 어가,101041,101,5년,2020,2020,,,어가,거처형태별
DT_1FS20131,주거시설 형태별 어가,101041,101,5년,2020,2020,,,어가,주거시설형태별
DT_1FS202,연령계층 및 성별 어가인구,101041,101,5년,2010,2010,,,어가인구,"성별,연령계층별"
DT_1FS20201,연령 및 성별 어가인구/성비,101041,101,5년,2020,2020,,,어가인구,"연령별,성별"
DT_1FS20202,연령계층 및 성별 어가인구,101041,101,5년,2020,2020,,,어가인구,"성별,연령계층별"
DT_1FS20203,15세 이상 주 종사분야 및 성별 어가인구,101041,101,5년,2020,2020,,15세 이상,어가인구,성별
DT_1FS20204,15세 이상 어업 종사기간 및 성별 어가인구,101041,101,5년,2020,2020,,15세 이상,"어업종사기간,성별어가인구","성별,어업종사기간별"
DT_1FS20205,15세 이상 전 · 겸업 및 성별 어가인구,101041,101,5년,2020,2020,,15세 이상,어가인구,성별
DT_1FS20206,15세 이상 어업 외 종사기간 및 성별 어가인구,101041,101,5년,2020,2020,,15세 이상,"종사기간,성별어가인구","종류별,성별"
DT_1FS203,6세 이상 교육정도별 어가인구,101041,101,5년,2010,2010,,6세 이상,어가인구,교육정도별
DT_1FS20301,연령 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,어업종사가구원,성별
DT_1FS20302,어업 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,"어업종사기간,성별,어업종사가구원",성별
DT_1FS20303,어업 종사형태 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,어업종사가구원,"종류별,성별"
DT_1FS20304,어업 주종사부문 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,어업종사가구원,"주종사부문별,성별"
DT_1FS20305,주 종사분야 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,어업종사가구원,성별
DT_1FS20306,어업 외 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2020,2020,,,"종사기간,성별,가구원",성별
DT_1FS204,15세 이상 혼인상태 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,"혼인상태,성별,어가인구","혼인상태별,성별"
DT_1FS20401,보유어선 및 동력선 톤수 규모별 어선 수,101041,101,5년,2020,2020,,,어선수,톤수규모별
DT_1FS20402,어법별 동력선 수,101041,101,5년,2020,2020,,,동력선,어법별
DT_1FS20403,출어일수별 동력선 수,101041,101,5년,2020,2020,,,동력선수,출어일수별
DT_1FS20404,평균 승선원수별 동력선 수,101041,101,5년,2020,2020,,,동력선,평균승선원수별
DT_1FS205,15세 이상 주 종사분야 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,어가인구,성별
DT_1FS206,15세 이상 전 · 겸업 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,어가인구,성별
DT_1FS207,15세 이상 어업 종사기간 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,"어업종사기간,성별어가인구",성별
DT_1FS208,15세 이상 어업 종사형태 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,"어업종사자,어가인구","종류별,성별"
DT_1FS209,15세 이상 어업 주 종사부문 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,"어업주종사부문,성별어가인구","종사부문별,성별"
DT_1FS210,15세 이상 어업 이외 종사기간 및 성별 어가인구,101041,101,5년,2010,2010,,15세 이상,"종사기간,성별어가인구","종사기간별,성별"
DT_1FS301,연령 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,어업종사가구원,성별
DT_1FS302,혼인상태 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,가구원,"혼인상태별,성별"
DT_1FS303,교육정도별 어업 종사 가구원,101041,101,5년,2010,2010,,,어업종사가구원,교육정도별
DT_1FS304,어업 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,"어업종사기간,성별,어업종사가구원",성별
DT_1FS305,어업 종사형태 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,어업종사가구원,"종류별,성별"
DT_1FS306,어업 주종사부문 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,어업종사가구원,"주종사부문별,성별"
DT_1FS307,주 종사분야 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,어업종사가구원,성별
DT_1FS308,어업 이외 종사기간 및 성별 어업 종사 가구원,101041,101,5년,2010,2010,,,"종사기간,성별,어업종사가구원",성별
DT_1FS401,보유어선 및 동력선 톤수 규모별 어선 척수,101041,101,5년,2010,2010,,,어선,톤수규모별
DT_1FS402,선질별 동력선 척수,101041,101,5년,2010,2010,,,동력선,선질별
DT_1FS403,출어일수별 동력선 척수,101041,101,5년,2010,2010,,,동력선,출어일수별
DT_1FS404,평균 승선원수별 동력선 척수,101041,101,5년,2010,2010,,,동력선,평균승선원수별
DT_1NG0001,농가 및 농가인구 추이,101041,101,5년,1960,2020,,,"농가,농가인구",
DT_1NG101,영농주체 및 경지규모별 농가(총농가),101041,101,5년,1995,1995,,,농가,"영농주체별,경지규모별"
DT_1NG102,경지 및 목초지면적(총농가),101041,101,5년,1995,1995,,,"경지및목초지면적,총농가",
DT_1NG103,논 경영규모별 농가 및 면적(총농가),101041,101,5년,1995,1995,,,"농가,면적",경영규모별
DT_1NG104,밭 경영규모별 농가 및 면적(총농가),101041,101,5년,1995,1995,,,농가,경영규모별
DT_1NG105,수원지 경영규모별 농가 및 면적(총농가),101041,101,5년,1995,1995,,,"농가,면적",경영규모별
DT_1NG106,목초지규모별 농가 및 면적(총농가),101041,101,5년,1995,1995,,,농가,목초지규모별
DT_1NG107,한육우 사육규모별 농가 및 마리(총농가),101041,101,5년,1995,1995,,,농가,사육규모별
DT_1NG108,젖소 사육규모별 농가 및 마리(총농가),101041,101,5년,1995,1995,,,"젖소사육규모별농가,마리",사육규모별
DT_1NG109,돼지 사육규모별 농가 및 마리(총농가),101041,101,5년,1995,1995,,,"농가,마리",사육규모별
DT_1NG112,기타가축사육 농가 및 마리(총농가),101041,101,5년,1995,1995,,,농가,
DT_1NG113,농기계 보유농가 및 보유대수(총농가),101041,101,5년,1995,1995,,,"농가,보유농가,보유대수",
DT_1NG114,영농주체별 및 경지규모별 농가(총농가),101041,101,5년,1990,1990,,,농가,"영농주체별,경지규모별"
DT_1NG115,경지 및 목초지면적(총농가),101041,101,5년,1990,1990,,,"경지및목초지면적,총농가",
DT_1NG116,논 경영규모별 농가 및 면적(총농가),101041,101,5년,1990,1990,,,"농가,면적",경영규모별
DT_1NG117,밭 경영규모별 농가 및 면적(총농가),101041,101,5년,1990,1990,,,농가,경영규모별
DT_1NG118,수원지 경영규모별 농가 및 면적(총농가),101041,101,5년,1990,1990,,,농가,경영규모별
DT_1NG119,목초지규모별 농가 및 용도별 면적(총농가),101041,101,5년,1990,1990,,,"농가,면적","목초지규모별,용도별"
DT_1NG11A,"닭 사육규모별, 용도별 농가 및 마리수(총농가)",101041,101,5년,1995,1995,,,"농가,마리수","사육규모별,용도별"
DT_1NG120,한육우 사육규모별 농가 및 마리(총농가),101041,101,5년,1990,1990,,,농가,사육규모별
DT_1NG121,젖소 사육규모별 농가 및 마리(총농가),101041,101,5년,1990,1990,,,"젖소,농가",사육규모별
DT_1NG122,돼지 사육규모별 농가 및 마리(총농가),101041,101,5년,1990,1990,,,농가,사육규모별
DT_1NG123,닭 사육규모별 농가 및 마리(총농가),101041,101,5년,1990,1990,,,농가,사육규모별
DT_1NG124,닭 용도별 마리(총농가),101041,101,5년,1990,1990,,,"마리,총농가",용도별
DT_1NG126,농기계 보유농가 및 보유대수(총농가),101041,101,5년,1990,1990,,,"보유농가,보유대수,총농가",보유농가별
DT_1NG127,"한육우, 젖소, 돼지 연령별 · 성별마리(총농가)",101041,101,5년,1990,1990,,,"한육우,젖소,돼지,총농가","연령별,성별"
DT_1NG128,누에고치 생산규모별 농가 및 산견량(총농가),101041,101,5년,1990,1990,,,"누에고치,농가",생산규모별
DT_1NG12A,경지규모별 총농가(총농가),101041,101,5년,1980,1980,,,총농가,경지규모별
DT_1NG139,고기소 사육규모별 농가 및 연령별 성별마리(총농가),101041,101,5년,1980,1980,,,"고기소,농가,성별마리","사육규모별,연령별,성별"
DT_1NG13A,경지 및 목초지면적(총농가),101041,101,5년,1980,1980,,,"경지및목초지면적,총농가",
DT_1NG140,한우 사육규모별 농가 및 연령별 성별마리(총농가),101041,101,5년,1980,1980,,,"한우농가,성별마리","사육규모별,연령별,성별"
DT_1NG141,젖소 사육규모별 농가 및 연령별 성별마리(총농가),101041,101,5년,1980,1980,,,"젖소,농가","사육규모별,연령별,성별"
DT_1NG142,돼지 사육규모별 농가 및 연령별 성별마리(총농가),101041,101,5년,1980,1980,,,"농가,성별마리","사육규모별,연령별,성별"
DT_1NG143,기타가축 사육농가 및 마리(총농가),101041,101,5년,1990,1990,,,"기타가축사육농가,마리",
DT_1NG14A,닭 사육규모별 농가 및 연령별 용도별 마리(총농가),101041,101,5년,1980,1980,,,"농가,마리","사육규모별,연령별,용도별"
DT_1NG201,경지규모별 농가(개인농가),101041,101,5년,1995,1995,,,농가,경지규모별
DT_1NG202,영농형태별 농가(개인농가),101041,101,5년,1995,1995,,,농가,영농형태별
DT_1NG203,"영농형태별 농가(과수,채소,축산)(개인농가)",101041,101,5년,1995,1995,,,농가,영농형태별
DT_1NG204,전·겸업별 농가(개인농가),101041,101,5년,1995,1995,,,농가,전겸업별
DT_1NG205,가구원수별 농가(개인농가),101041,101,5년,1995,1995,,,"가구원수,농가",가구원수별
DT_1NG206,경영주 연령별 학력별 농가(개인농가),101041,101,5년,1995,1995,,,농가,"경영주연령별,경영주학력별"
DT_1NG207,"영농승계자 거주지별 , 연령별 농가(개인농가)",101041,101,5년,1995,1995,,,"거주지별,연령별농가,개인농가","거주지별,연령별"
DT_1NG208,농업종사인원별 농가(개인농가),101041,101,5년,1995,1995,,,"농업종사인원,농가",농업종사인원별
DT_1NG209,경지면적에 대한 논면적 비율별 농가(개인농가),101041,101,5년,1995,1995,,,논면적비율별농가,논면적비율별
DT_1NG210,경지면적에 대한 밭면적 비율별 농가(개인농가),101041,101,5년,1995,1995,,,밭면적비율별농가,밭면적비율별
DT_1NG211,벼농사 작업의 자가영농 및 위탁영농 비율별 농가(개인농가),101041,101,5년,1995,1995,,,농가,자가영농및위탁영농비율별
DT_1NG212,문화용품 및 시설별 농가(개인농가),101041,101,5년,1995,1995,,,농가,"문화용품별,시설별"
DT_1NG213,경지규모별 농가(개인농가),101041,101,5년,1990,1990,,,농가,경지규모별
DT_1NG214,영농형태별 농가(개인농가),101041,101,5년,1990,1990,,,농가,영농형태별
DT_1NG215,"영농형태별 농가(과수,채소,축산)(개인농가)",101041,101,5년,1990,1990,,,농가,영농형태별
DT_1NG216,전 · 겸업별 농가(개인농가),101041,101,5년,1990,1990,,,농가,전겸업별
DT_1NG217,가구원수별 농가(개인농가),101041,101,5년,1990,1990,,,"가구원수,농가",가구원수별
DT_1NG218,"경영주 연령별, 학력별 농가(개인농가)",101041,101,5년,1990,1990,,,농가,"경영주연령별,학력별"
DT_1NG219,"영농승계자 거주지별, 연령별 농가(개인농가)",101041,101,5년,1990,1990,,,농가,"거주지별,연령별"
DT_1NG220,농업종사 인원별 농가(개인농가),101041,101,5년,1990,1990,,,농가,농업종사인원별
DT_1NG221,경지면적에 대한 논면적 비율별 농가(개인농가),101041,101,5년,1990,1990,,,논면적비율별농가,논면적비율별
DT_1NG222,경지면적에 대한 밭면적 비율별 농가(개인농가),101041,101,5년,1990,1990,,,밭면적비율별농가,밭면적비율별
DT_1NG223,벼농사 작업의 자가영농 및 위탁영농별 농가(개인농가),101041,101,5년,1990,1990,,,농가,"자가영농별,위탁영농별"
DT_1NG224,문화용품 보유 및 난방형태별 농가(개인농가),101041,101,5년,1990,1990,,,농가,"난방형태별,문화용품보유여부별"
DT_1NG225,경지면적에 대한 차용경지 비율별 농가(개인농가),101041,101,5년,1990,1990,,,차용경지비율별농가,차용경지비율별
DT_1NG227,전·겸업별 농가(개인농가),101041,101,5년,1980,1980,,,농가,전겸업별
DT_1NG229,경영주 연령 및 학력별 농가(개인농가),101041,101,5년,1980,1980,,,농가,경영주연령및학력별
DT_1NG22A,경지규모별 농가(개인농가),101041,101,5년,1980,1980,,,농가,경지규모별
DT_1NG231,논 비율별 농가(개인농가),101041,101,5년,1980,1980,,,농가,논비율별
DT_1NG232,밭(수원지포함) 비율별 농가(개인농가),101041,101,5년,1980,1980,,,농가,비율별
DT_1NG233,문화용품 보유농가(개인농가),101041,101,5년,1980,1980,,,"문화용품,농가","문화용품별,농가별"
DT_1NG234,영농후계자 연령별 농가(개인농가),101041,101,5년,1980,1980,,,농가,연령별
