통계표ID,통계표명,승인번호,기관코드,주기,시작연도,마지막연도,지역,연령대,대상,구분
DT_1L6A025,월소득5분위별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,가구,월소득5분위별
DT_1L6A026,가구주산업별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,"가구,월평균가계수지",산업별
DT_1L6A027,가구주연령별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,"가구,월평균가계수지",가구주연령별
DT_1L6A028,소득계층별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,가구,소득계층별
DT_1L6A029,소비지출계층별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,가구,소비지출계층별
DT_1L6A030,가구주 교육정도별 가구당 월평균 가계수지(2인이상),101006,101,"분기,년",2003,2009,,,"가구,월평균가계수지",교육정도별
DT_1L6E001,소득분배지표,101006,101,년,1990,2016,,,소득분배,
DT_1L6E003,"소득분배지표(전체가구, 성별 및 연령구분별)",101006,101,년,2006,2016,,,"전체가구,성별,연령","성별,연령구분별"
DT_1L6E004,"가구당 월평균 분위경계값 및 적자가구비율(2인이상,가구기준)",101006,101,"분기,년",1990,2020,,,"가구,월평균분위기준값,적자가구비율",적자가구비율별
DT_1L6E005,"가구당 월평균 분위경계값 및 적자가구비율(1인 이상, 가구기준)",101006,101,"분기,년",2006,2020,,,"가구,적자가구비율",적자가구비율별
DT_1L9E002,"가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",가구별
DT_1L9E004,"가구당 월평균 가계수지 표본오차 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,가구당월평균가계수지,행정구역별
DT_1L9E006,"소득5분위별  가구당 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,가구당가계수지,소득5분위별
DT_1L9E008,"소득10분위별  가구당 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,가구당가계수지,소득10분위별
DT_1L9E014,"소비구간별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2017,전국,,가구당월평균가계수지,소비구간별
DT_1L9E016,"소득구간별  가구당 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2017,전국,,가구당가계수지,소득구간별
DT_1L9E020,"가구주  연령별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",연령별
DT_1L9E022,"가구주  교육정도별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",교육정도별
DT_1L9E024,"가구주 산업별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",산업별
DT_1L9E026,"가구주 직업별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",가구주직업별
DT_1L9E028,"가구원수별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구원수,가구당월평균가계수지",가구원수별
DT_1L9E030,"미혼자녀수별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"미혼자녀수,가구",미혼자녀수별
DT_1L9E034,"맞벌이여부별  가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2006,2020,전국,,"가구,월평균가계수지",맞벌이여부별
DT_1L9F002,"가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구,월평균가계수지","가구원수별,도시규모별"
DT_1L9F004,"가구당 월평균 가계수지 표본오차 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,가구당월평균가계수지,"가구원수별,도시규모별"
DT_1L9F006,"소득5분위별  가구당 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,가구당가계수지,소득5분위별
DT_1L9F008,"소득10분위별  가구당 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,가구,소득10분위별
DT_1L9F014,"소비구간별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2017,,,가구당월평균가계수지,소비구간별
DT_1L9F016,"소득구간별  가구당 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2017,,,가구당가계수지,소득구간별
DT_1L9F020,"가구주  연령별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구,월평균가계수지",연령별
DT_1L9F022,"가구주  교육정도별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구,월평균가계수지",교육정도별
DT_1L9F024,"가구주 산업별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구,가구당월평균가계수지",산업별
DT_1L9F026,"가구주 직업별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구,월평균가계수지",가구주직업별
DT_1L9F028,"가구원수별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구원수,가구당월평균가계수지",가구원수별
DT_1L9F030,"미혼자녀수별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"미혼자녀수,가구",미혼자녀수별
DT_1L9F034,"맞벌이여부별  가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2006,2020,,,"가구당월평균가계수지,가구",맞벌이여부별
DT_1L9H002,"가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,가구,가계수지별
DT_1L9H004,"가구당 월평균 가계수지 표본오차 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,가구당월평균가계수지,행정구역별
DT_1L9H006,"소득5분위별  가구당 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,가구당가계수지,소득5분위별
DT_1L9H008,"소득10분위별  가구당 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,가구당가계수지,소득10분위별
DT_1L9H014,"소비구간별  가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2017,전국,,가구,소비구간별
DT_1L9H016,"소득구간별  가구당 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2017,전국,,가구,소득구간별
DT_1L9H020,"가구주  연령별  가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,"가구,월평균가계수지",연령별
DT_1L9H022,"가구주  교육정도별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,"가구,월평균가계수지",교육정도별
DT_1L9H024,"가구주 산업별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2005,2020,전국,,"가구,월평균가계수지",산업별
DT_1L9H026,"가구주 직업별  가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2005,2020,전국,,"가구,월평균가계수지",가구주직업별
DT_1L9H030,"미혼자녀수별  가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,"미혼자녀수,가구",미혼자녀수별
DT_1L9H034,"맞벌이여부별  가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2003,2020,전국,,"가구,월평균가계수지",맞벌이여부별
DT_1L9I002,"가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,가구,"가구원수별,가구주연령별"
DT_1L9I004,"가구당 월평균 가계수지 표본오차 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,"가구,월평균가계수지",가구별
DT_1L9I006,"소득5분위별  가구당 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,가구당가계수지,소득5분위별
DT_1L9I008,"소득10분위별  가구당 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,가구당가계수지,소득10분위별
DT_1L9I014,"소비구간별  가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2017,,,가구당월평균가계수지,소비구간별
DT_1L9I016,"소득구간별  가구당 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2017,,,가구당가계수지,소득구간별
DT_1L9I020,"가구주  연령별  가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,"가구,월평균가계수지",연령별
DT_1L9I022,"가구주  교육정도별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,"가구,월평균가계수지",교육정도별
DT_1L9I024,"가구주 산업별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2005,2020,,,"가구,월평균가계수지",산업별
DT_1L9I026,"가구주 직업별  가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2005,2020,,,"가구,월평균가계수지",직업별
DT_1L9I030,"미혼자녀수별  가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,"미혼자녀수,가구",미혼자녀수별
DT_1L9I034,"맞벌이여부별  가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",1990,2020,,,"가구,월평균가계수지",맞벌이여부별
DT_1L9K002,"가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2006,2020,전국,,가구당월평균가계수지,가구별
DT_1L9K006,"소득5분위별  가구당 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2006,2020,전국,,가구당가계수지,소득5분위별
DT_1L9K014,"소비구간별  가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2006,2017,전국,,가구당월평균가계수지,소비구간별
DT_1L9K016,"소득구간별  가구당 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2006,2017,전국,,가구당가계수지,소득구간별
DT_1L9K028,"가구원수별  가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2006,2020,전국,,"가구원수,가구당월평균가계수지",가구원수별
DT_1L9L002,"가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2006,2020,,,"가구,월평균가계수지",도시별
DT_1L9L006,"소득5분위별  가구당 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2006,2020,,,"가구당가계수지,가구",소득5분위별
DT_1L9L014,"소비구간별  가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2006,2017,,,가구당월평균가계수지,소비구간별
DT_1L9L016,"소득구간별  가구당 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2006,2017,,,"가구당가계수지,가구",소득구간별
DT_1L9L028,"가구원수별  가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2006,2020,,,"가구원수,가구당월평균가계수지",가구원수별
DT_1L9N002,"가구당 월평균 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2003,2020,전국,,"가구,월평균가계수지",가구별
DT_1L9N006,"소득5분위별  가구당 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2003,2020,전국,,가구당가계수지,소득5분위별
DT_1L9N014,"소비구간별  가구당 월평균 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2003,2017,전국,,가구당월평균가계수지,소비구간별
DT_1L9N016,"소득구간별  가구당 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2003,2017,전국,,가구당가계수지,소득구간별
DT_1L9O002,"가구당 월평균 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",1990,2020,,,"가구,월평균가계수지",도시별
DT_1L9O006,"소득5분위별  가구당 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",1990,2020,,,가구당가계수지,소득5분위별
DT_1L9O014,"소비구간별  가구당 월평균 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",1990,2017,,,가구당월평균가계수지,소비구간별
DT_1L9O016,"소득구간별  가구당 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",1990,2017,,,가구,소득구간별
DT_1L9R001,"가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",행정구역별
DT_1L9R002,"가구당 월평균 가계지출 표본오차 (전국,1인이상)",101006,101,년,2017,2018,전국,,가구당월평균가계지출,행정구역별
DT_1L9R003,"소득5분위별 가구당 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구당가계지출,가구",소득5분위별
DT_1L9R004,"소득10분위별 가구당 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,가구당가계지출,소득10분위별
DT_1L9R005,"소득구간별 가구당 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,가구당가계지출,소득구간별
DT_1L9R007,"가구원수별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",가구원수별
DT_1L9R008,"가구주 연령별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",가구주연령별
DT_1L9R009,"가구주 교육정도별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",교육정도별
DT_1L9R010,"가구주 산업별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",산업별
DT_1L9R011,"가구주 직업별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",가구주직업별
DT_1L9R012,"가구구성별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",가구구성별
DT_1L9R013,"맞벌이여부별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,가구,맞벌이여부별
DT_1L9R014,"주거형태별 가구당 월평균 가계지출 (전국,1인이상)",101006,101,년,2017,2018,전국,,가구당월평균가계지출,주거형태별
DT_1L9R016,"가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,가구당월평균가계지출,행정구역별
DT_1L9R017,"가구당 월평균 가계지출 표본오차 (도시,1인이상)",101006,101,년,2017,2018,,,가구당월평균가계지출,행정구역별
DT_1L9R018,"소득5분위별 가구당 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구당가계지출,가구",소득5분위별
DT_1L9R019,"소득10분위별 가구당 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구당가계지출,가구",소득10분위별
DT_1L9R020,"소득구간별 가구당 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,가구,소득구간별
DT_1L9R022,"가구원수별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,월평균가계지출",가구원수별
DT_1L9R023,"가구주 연령별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,월평균가계지출",가구주연령별
DT_1L9R024,"가구주 교육정도별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,가구당월평균가계지출",교육정도별
DT_1L9R025,"가구주 산업별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,가구당월평균가계지출",산업별
DT_1L9R026,"가구주 직업별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,월평균가계지출",직업별
DT_1L9R027,"가구구성별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,가구당월평균가계지출",가구구성별
DT_1L9R028,"맞벌이여부별 가구당 월평균 가계지출 (도시,1인이상)",101006,101,년,2017,2018,,,"가구,월평균가계지출",맞벌이여부별
DT_1L9R029,"주거형태별 가구당월평균 가계지출(도시,1인이상)",101006,101,년,2017,2018,,,"가구,월평균가계지출",주거형태별
DT_1L9R030,"가구당 월평균 가계지출 (전국,1인이상,실질)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",행정구역별
DT_1L9R031,"소득5분위별 가구당 가계지출(전국,1인이상,실질)",101006,101,년,2017,2018,전국,,"가구당가계지출,가구",소득5분위별
DT_1L9R032,"가구원수별 가구당 월평균 가계지출 (전국,1인이상,실질)",101006,101,년,2017,2018,전국,,"가구,월평균가계지출",가구원수별
DT_1L9R033,"가구당 월평균 가계지출 (도시,1인이상,실질)",101006,101,년,2017,2018,,,"가구,월평균가계지출",가구별
DT_1L9R034,"소득5분위별 가구당 가계지출(도시,1인이상,실질)",101006,101,년,2017,2018,,,가구당가계지출,소득5분위별
DT_1L9R035,"가구원수별 가구당 월평균 가계지출 (도시,1인이상,실질)",101006,101,년,2017,2018,,,"가구원수,가구당월평균가계지출",가구원수별
DT_1L9U001,"가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구당월평균가계수지,가계수지별
DT_1L9U002,"가구당 월평균 가계수지 표본오차 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구당월평균가계수지,행정구역별
DT_1L9U003,"소득5분위별 가구당 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득5분위별
DT_1L9U004,"소득10분위별 가구당 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득10분위별
DT_1L9U005,"가구원수별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구원수,가구당월평균가계수지",가구원수별
DT_1L9U006,"소비구간별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소비구간별
DT_1L9U007,"소득구간별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득구간별
DT_1L9U008,"가구주 연령별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구주연령별
DT_1L9U009,"가구주 교육정도별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",교육정도별
DT_1L9U010,"가구주 산업별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",산업별
DT_1L9U011,"가구주 직업별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구주직업별
DT_1L9U012,"미혼자녀수별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"미혼자녀수,가구",미혼자녀수별
DT_1L9U013,"맞벌이여부별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,맞벌이여부별
DT_1L9U015,"가구구성별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구구성별
DT_1L9U016,"주거형태별 가구당 월평균 가계수지 (전국,1인이상)",101006,101,"분기,년",2019,2024,전국,,가구,주거형태별
DT_1L9U018,"가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,가계수지별
DT_1L9U019,"가구원수별 가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2019,2024,전국,,"가구원수별가구,월평균가계수지",가구원수별
DT_1L9U020,"소비구간별 가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구당월평균가계수지,소비구간별
DT_1L9U021,"소득구간별 가구당 월평균 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,소득구간별
DT_1L9U022,"소득5분위별 가구당 가계수지 (전국,1인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,소득5분위별
DT_1L9U023,"가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지","가구원수별,도시지역별"
DT_1L9U024,"가구당 월평균 가계수지 표본오차 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구당월평균가계수지,행정구역별
DT_1L9U025,"소득5분위별 가구당 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,소득5분위별
DT_1L9U026,"소득10분위별 가구당 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,소득10분위별
DT_1L9U027,"가구원수별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,가구원수,월평균가계수지",가구원수별
DT_1L9U028,"소비구간별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,소비구간별
DT_1L9U029,"소득구간별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,소득구간별
DT_1L9U030,"가구주 연령별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",가구주연령별
DT_1L9U031,"가구주 교육정도별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",교육정도별
DT_1L9U032,"가구주 산업별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",산업별
DT_1L9U033,"가구주 직업별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",직업별
DT_1L9U034,"미혼자녀수별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"미혼자녀수,가구,월평균가계수지",미혼자녀수별
DT_1L9U035,"맞벌이여부별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,맞벌이여부별
DT_1L9U037,"가구구성별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",가구구성별
DT_1L9U038,"주거형태별 가구당 월평균 가계수지 (도시,1인이상)",101006,101,"분기,년",2019,2024,,,가구,주거형태별
DT_1L9U039,"가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2019,2024,,,가구당가계수지,가구별
DT_1L9U040,"가구원수별 가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2019,2024,,,"가구원수,가구",가구원수별
DT_1L9U041,"소비구간별 가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소비구간별
DT_1L9U042,"소득구간별 가구당 월평균 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소득구간별
DT_1L9U043,"소득5분위별 가구당 가계수지 (도시,1인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소득5분위별
DT_1L9U044,가구당 월평균 분위경계값 및 적자가구비율 (1인이상),101006,101,"분기,년",2019,2024,,,"가구,적자가구비율",적자가구비율별
DT_1L9V001,"가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,가계수지별
DT_1L9V002,"가구당 월평균 가계수지 표본오차 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가계수지별
DT_1L9V003,"소득5분위별 가구당 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득5분위별
DT_1L9V004,"소득10분위별 가구당 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득10분위별
DT_1L9V005,"소비구간별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소비구간별
DT_1L9V006,"소득구간별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,소득구간별
DT_1L9V007,"가구주 연령별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구주연령별
DT_1L9V008,"가구주 교육정도별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",교육정도별
DT_1L9V009,"가구주 산업별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",산업별
DT_1L9V010,"가구주 직업별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구주직업별
DT_1L9V011,"미혼자녀수별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"미혼자녀수,가구",미혼자녀수별
DT_1L9V012,"맞벌이여부별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,맞벌이여부별
DT_1L9V014,"가구구성별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,"가구,가구당월평균가계수지",가구구성별
DT_1L9V015,"주거형태별 가구당 월평균 가계수지 (전국,2인이상)",101006,101,"분기,년",2019,2024,전국,,가구,주거형태별
DT_1L9V017,"가구당 월평균 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2019,2024,전국,,"가구,월평균가계수지",가구별
DT_1L9V018,"소비구간별 가구당 월평균 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,소비구간별
DT_1L9V019,"소득구간별 가구당 월평균 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,소득구간별
DT_1L9V020,"소득5분위별 가구당 가계수지 (전국,2인이상,실질)",101006,101,"분기,년",2019,2024,전국,,가구,소득5분위별
DT_1L9V021,"가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지","가구원수별,지역별"
DT_1L9V022,"가구당 월평균 가계수지 표본오차 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구당월평균가계수지,행정구역별
DT_1L9V023,"소득5분위별 가구당 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,소득5분위별
DT_1L9V024,"소득10분위별 가구당 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,소득10분위별
DT_1L9V025,"소비구간별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,소비구간별
DT_1L9V026,"소득구간별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,소득구간별
DT_1L9V027,"가구주 연령별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",가구주연령별
DT_1L9V028,"가구주 교육정도별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",교육정도별
DT_1L9V029,"가구주 산업별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",산업별
DT_1L9V030,"가구주 직업별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",직업별
DT_1L9V031,"미혼자녀수별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"미혼자녀수,가구",미혼자녀수별
DT_1L9V032,"맞벌이여부별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,맞벌이여부별
DT_1L9V034,"가구구성별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,"가구,가구당월평균가계수지",가구구성별
DT_1L9V035,"주거형태별 가구당 월평균 가계수지 (도시,2인이상)",101006,101,"분기,년",2019,2024,,,가구,주거형태별
DT_1L9V036,"가구당 월평균 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",2019,2024,,,"가구,월평균가계수지",가구별
DT_1L9V037,"소비구간별 가구당 월평균 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소비구간별
DT_1L9V038,"소득구간별 가구당 월평균 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소득구간별
DT_1L9V039,"소득5분위별 가구당 가계수지 (도시,2인이상,실질)",101006,101,"분기,년",2019,2024,,,가구,소득5분위별
DT_1L9V040,가구당 월평균 분위경계값 및 적자가구비율 (2인이상),101006,101,"분기,년",2019,2024,,,"가구,적자가구비율",적자가구비율별
