DOCUMENT_ID,SURVEY_ID,TYPE,LABEL
DOC_134004_3,134004,보도자료,document
DOC_134005_1,134005,이용자용통계정보보고서,document
DOC_134006_3,134006,보도자료,document
DOC_134006_4,134006,통계설명메타,document
DOC_134007_4,134007,통계설명메타,document
DOC_135001_1,135001,이용자용통계정보보고서,document
DOC_136001_1,136001,이용자용통계정보보고서,document
DOC_136001_2,136001,간행물,document
DOC_136005_1,136005,이용자용통계정보보고서,document
DOC_136005_3,136005,보도자료,document
DOC_136006_1,136006,이용자용통계정보보고서,document
DOC_136006_2,136006,간행물,document
DOC_136014_1,136014,이용자용통계정보보고서,document
DOC_136022_1,136022,이용자용통계정보보고서,document
DOC_136022_2,136022,간행물,document
DOC_136022_3,136022,보도자료,document
DOC_136023_1,136023,이용자용통계정보보고서,document
DOC_136023_2,136023,간행물,document
DOC_136023_3,136023,보도자료,document
DOC_136025_1,136025,이용자용통계정보보고서,document
DOC_136025_3,136025,보도자료,document
DOC_136033_1,136033,이용자용통계정보보고서,document
DOC_136033_2,136033,간행물,document
DOC_136033_3,136033,보도자료,document
DOC_136034_1,136034,이용자용통계정보보고서,document
DOC_136034_2,136034,간행물,document
DOC_136034_3,136034,보도자료,document
DOC_136035_4,136035,통계설명메타,document
DOC_136036_2,136036,간행물,document
DOC_136036_3,136036,보도자료,document
DOC_136037_2,136037,간행물,document
DOC_136038_2,136038,간행물,document
DOC_138001_1,138001,이용자용통계정보보고서,document
DOC_138002_1,138002,이용자용통계정보보고서,document
DOC_138002_2,138002,간행물,document
DOC_141001_1,141001,이용자용통계정보보고서,document
DOC_141002_4,141002,통계설명메타,document
DOC_141003_4,141003,통계설명메타,document
DOC_142001_1,142001,이용자용통계정보보고서,document
DOC_142001_2,142001,간행물,document
DOC_142001_3,142001,보도자료,document
DOC_142003_1,142003,이용자용통계정보보고서,document
DOC_142003_2,142003,간행물,document
DOC_142003_3,142003,보도자료,document
DOC_142004_1,142004,이용자용통계정보보고서,document
DOC_142004_2,142004,간행물,document
DOC_142006_1,142006,이용자용통계정보보고서,document
DOC_142006_2,142006,간행물,document
DOC_142006_3,142006,보도자료,document
DOC_142009_3,142009,보도자료,document
DOC_142009_4,142009,통계설명메타,document
DOC_142011_1,142011,이용자용통계정보보고서,document
DOC_142011_3,142011,보도자료,document
DOC_142014_1,142014,이용자용통계정보보고서,document
DOC_142014_2,142014,간행물,document
DOC_142015_1,142015,이용자용통계정보보고서,document
DOC_142015_2,142015,간행물,document
DOC_142015_3,142015,보도자료,document
DOC_142016_1,142016,이용자용통계정보보고서,document
DOC_142016_2,142016,간행물,document
DOC_142017_1,142017,이용자용통계정보보고서,document
DOC_142017_2,142017,간행물,document
DOC_142017_3,142017,보도자료,document
DOC_142018_1,142018,이용자용통계정보보고서,document
DOC_142018_2,142018,간행물,document
DOC_142019_2,142019,간행물,document
DOC_142019_3,142019,보도자료,document
DOC_142020_3,142020,보도자료,document
DOC_142020_4,142020,통계설명메타,document
DOC_142021_1,142021,이용자용통계정보보고서,document
DOC_142021_2,142021,간행물,document
DOC_142021_3,142021,보도자료,document
DOC_143002_1,143002,이용자용통계정보보고서,document
DOC_143002_3,143002,보도자료,document
DOC_143003_1,143003,이용자용통계정보보고서,document
DOC_143003_3,143003,보도자료,document
DOC_143004_1,143004,이용자용통계정보보고서,document
DOC_143005_2,143005,간행물,document
DOC_144001_1,144001,이용자용통계정보보고서,document
DOC_145003_1,145003,이용자용통계정보보고서,document
DOC_145003_2,145003,간행물,document
DOC_145003_3,145003,보도자료,document
DOC_145004_1,145004,이용자용통계정보보고서,document
DOC_145005_1,145005,이용자용통계정보보고서,document
DOC_145007_1,145007,이용자용통계정보보고서,document
DOC_145007_2,145007,간행물,document
DOC_145007_3,145007,보도자료,document
DOC_145008_1,145008,이용자용통계정보보고서,document
DOC_145008_3,145008,보도자료,document
DOC_145009_3,145009,보도자료,document
DOC_145009_4,145009,통계설명메타,document
DOC_145010_4,145010,통계설명메타,document
DOC_145011_3,145011,보도자료,document
DOC_145011_4,145011,통계설명메타,document
DOC_145012_4,145012,통계설명메타,document
DOC_145013_3,145013,보도자료,document
DOC_145013_4,145013,통계설명메타,document
DOC_145014_4,145014,통계설명메타,document
DOC_146002_1,146002,이용자용통계정보보고서,document
DOC_146004_2,146004,간행물,document
DOC_146005_3,146005,보도자료,document
DOC_146005_4,146005,통계설명메타,document
DOC_146006_4,146006,통계설명메타,document
DOC_146007_2,146007,간행물,document
DOC_146008_4,146008,통계설명메타,document
DOC_150002_1,150002,이용자용통계정보보고서,document
DOC_150002_3,150002,보도자료,document
DOC_150004_2,150004,간행물,document
DOC_152001_1,152001,이용자용통계정보보고서,document
DOC_152001_3,152001,보도자료,document
DOC_152005_1,152005,이용자용통계정보보고서,document
DOC_152005_3,152005,보도자료,document
DOC_152009_2,152009,간행물,document
DOC_154001_1,154001,이용자용통계정보보고서,document
DOC_154001_3,154001,보도자료,document
DOC_154004_4,154004,통계설명메타,document
DOC_154007_1,154007,이용자용통계정보보고서,document
DOC_154007_2,154007,간행물,document
DOC_154010_1,154010,이용자용통계정보보고서,document
DOC_154010_2,154010,간행물,document
DOC_154010_3,154010,보도자료,document
DOC_154011_1,154011,이용자용통계정보보고서,document
DOC_154011_2,154011,간행물,document
DOC_154012_1,154012,이용자용통계정보보고서,document
DOC_154012_2,154012,간행물,document
DOC_154013_1,154013,이용자용통계정보보고서,document
DOC_154013_2,154013,간행물,document
DOC_154013_3,154013,보도자료,document
DOC_154016_1,154016,이용자용통계정보보고서,document
DOC_154016_3,154016,보도자료,document
DOC_154017_1,154017,이용자용통계정보보고서,document
DOC_154017_2,154017,간행물,document
DOC_154018_1,154018,이용자용통계정보보고서,document
DOC_154018_2,154018,간행물,document
DOC_154018_3,154018,보도자료,document
DOC_154019_1,154019,이용자용통계정보보고서,document
DOC_154019_3,154019,보도자료,document
DOC_154020_1,154020,이용자용통계정보보고서,document
DOC_154020_2,154020,간행물,document
DOC_154020_3,154020,보도자료,document
DOC_154021_1,154021,이용자용통계정보보고서,document
DOC_154021_3,154021,보도자료,document
DOC_154022_4,154022,통계설명메타,document
DOC_154023_4,154023,통계설명메타,document
DOC_155007_1,155007,이용자용통계정보보고서,document
DOC_156001_1,156001,이용자용통계정보보고서,document
DOC_156002_1,156002,이용자용통계정보보고서,document
DOC_156002_3,156002,보도자료,document
DOC_156003_1,156003,이용자용통계정보보고서,document
DOC_156006_1,156006,이용자용통계정보보고서,document
DOC_156008_1,156008,이용자용통계정보보고서,document
DOC_156010_1,156010,이용자용통계정보보고서,document
DOC_156010_2,156010,간행물,document
DOC_163001_1,163001,이용자용통계정보보고서,document
DOC_163001_2,163001,간행물,document
DOC_163001_3,163001,보도자료,document
DOC_163002_1,163002,이용자용통계정보보고서,document
DOC_164002_1,164002,이용자용통계정보보고서,document
DOC_164002_2,164002,간행물,document
DOC_164002_3,164002,보도자료,document
DOC_164003_2,164003,간행물,document
DOC_164003_3,164003,보도자료,document
DOC_164004_2,164004,간행물,document
DOC_164004_3,164004,보도자료,document
DOC_167001_1,167001,이용자용통계정보보고서,document
DOC_167001_3,167001,보도자료,document
DOC_170002_2,170002,간행물,document
DOC_170002_3,170002,보도자료,document
DOC_175001_1,175001,이용자용통계정보보고서,document
DOC_175001_2,175001,간행물,document
DOC_177001_2,177001,간행물,document
DOC_179001_2,179001,간행물,document
DOC_201003_4,201003,통계설명메타,document
DOC_201004_4,201004,통계설명메타,document
DOC_201005_2,201005,간행물,document
DOC_201009_4,201009,통계설명메타,document
DOC_201011_2,201011,간행물,document
DOC_201012_4,201012,통계설명메타,document
DOC_201013_2,201013,간행물,document
DOC_201014_2,201014,간행물,document
DOC_201016_4,201016,통계설명메타,document
DOC_201017_2,201017,간행물,document
DOC_202001_2,202001,간행물,document
DOC_202002_4,202002,통계설명메타,document
DOC_202003_4,202003,통계설명메타,document
DOC_202004_2,202004,간행물,document
DOC_202005_2,202005,간행물,document
DOC_202005_3,202005,보도자료,document
DOC_202009_2,202009,간행물,document
DOC_202010_4,202010,통계설명메타,document
DOC_202011_2,202011,간행물,document
DOC_202012_2,202012,간행물,document
DOC_202012_3,202012,보도자료,document
DOC_202013_2,202013,간행물,document
DOC_202014_4,202014,통계설명메타,document
DOC_202015_2,202015,간행물,document
DOC_202017_3,202017,보도자료,document
DOC_202017_4,202017,통계설명메타,document
DOC_202018_2,202018,간행물,document
DOC_202019_2,202019,간행물,document
DOC_202020_2,202020,간행물,document
DOC_202021_2,202021,간행물,document
DOC_202022_2,202022,간행물,document
DOC_202022_3,202022,보도자료,document
DOC_203001_4,203001,통계설명메타,document
DOC_203002_4,203002,통계설명메타,document
DOC_203003_4,203003,통계설명메타,document
DOC_203004_4,203004,통계설명메타,document
DOC_203006_4,203006,통계설명메타,document
DOC_203008_2,203008,간행물,document
DOC_203009_2,203009,간행물,document
DOC_203010_4,203010,통계설명메타,document
DOC_203011_2,203011,간행물,document
DOC_203012_2,203012,간행물,document
DOC_203013_4,203013,통계설명메타,document
DOC_204001_4,204001,통계설명메타,document
DOC_204002_4,204002,통계설명메타,document
DOC_204003_2,204003,간행물,document
DOC_204007_4,204007,통계설명메타,document
DOC_204008_4,204008,통계설명메타,document
DOC_204009_4,204009,통계설명메타,document
DOC_204010_2,204010,간행물,document
DOC_204011_3,204011,보도자료,document
DOC_204011_4,204011,통계설명메타,document
DOC_204012_3,204012,보도자료,document
DOC_204012_4,204012,통계설명메타,document
DOC_204013_2,204013,간행물,document
DOC_204013_3,204013,보도자료,document
DOC_204014_3,204014,보도자료,document
DOC_204014_4,204014,통계설명메타,document
DOC_204015_2,204015,간행물,document
DOC_205001_4,205001,통계설명메타,document
DOC_205003_4,205003,통계설명메타,document
DOC_205004_2,205004,간행물,document
DOC_205006_2,205006,간행물,document
DOC_205008_2,205008,간행물,document
DOC_205009_4,205009,통계설명메타,document
DOC_205010_4,205010,통계설명메타,document
DOC_205011_2,205011,간행물,document
DOC_205012_2,205012,간행물,document
DOC_205012_3,205012,보도자료,document
DOC_206002_4,206002,통계설명메타,document
DOC_206003_4,206003,통계설명메타,document
DOC_206004_2,206004,간행물,document
DOC_206004_3,206004,보도자료,document
DOC_206006_3,206006,보도자료,document
DOC_206006_4,206006,통계설명메타,document
DOC_206007_4,206007,통계설명메타,document
DOC_206009_2,206009,간행물,document
DOC_206010_4,206010,통계설명메타,document
DOC_206011_2,206011,간행물,document
DOC_206012_2,206012,간행물,document
DOC_206013_4,206013,통계설명메타,document
DOC_207002_4,207002,통계설명메타,document
DOC_207003_4,207003,통계설명메타,document
DOC_207004_4,207004,통계설명메타,document
DOC_207005_4,207005,통계설명메타,document
DOC_207006_4,207006,통계설명메타,document
DOC_207007_4,207007,통계설명메타,document
DOC_207008_4,207008,통계설명메타,document
DOC_207009_2,207009,간행물,document
DOC_207010_2,207010,간행물,document
DOC_208001_2,208001,간행물,document
DOC_208002_4,208002,통계설명메타,document
DOC_208003_4,208003,통계설명메타,document
DOC_208004_2,208004,간행물,document
DOC_208006_2,208006,간행물,document
DOC_208007_3,208007,보도자료,document
DOC_208007_4,208007,통계설명메타,document
DOC_208008_4,208008,통계설명메타,document
DOC_208009_4,208009,통계설명메타,document
DOC_210001_2,210001,간행물,document
DOC_210002_4,210002,통계설명메타,document
DOC_210003_4,210003,통계설명메타,document
DOC_210004_2,210004,간행물,document
DOC_210005_2,210005,간행물,document
DOC_210007_2,210007,간행물,document
DOC_210008_4,210008,통계설명메타,document
DOC_210010_4,210010,통계설명메타,document
DOC_210011_2,210011,간행물,document
DOC_210012_4,210012,통계설명메타,document
DOC_210013_2,210013,간행물,document
DOC_210013_3,210013,보도자료,document
DOC_210015_2,210015,간행물,document
DOC_211004_3,211004,보도자료,document
DOC_211004_4,211004,통계설명메타,document
DOC_211008_2,211008,간행물,document
DOC_211008_3,211008,보도자료,document
DOC_211009_4,211009,통계설명메타,document
DOC_211010_4,211010,통계설명메타,document
DOC_211011_4,211011,통계설명메타,document
DOC_211012_4,211012,통계설명메타,document
DOC_212002_4,212002,통계설명메타,document
DOC_212003_3,212003,보도자료,document
DOC_212003_4,212003,통계설명메타,document
DOC_212004_3,212004,보도자료,document
DOC_212004_4,212004,통계설명메타,document
DOC_212005_2,212005,간행물,document
DOC_212005_3,212005,보도자료,document
DOC_212006_4,212006,통계설명메타,document
DOC_212007_4,212007,통계설명메타,document
DOC_212008_2,212008,간행물,document
DOC_213003_4,213003,통계설명메타,document
DOC_213004_2,213004,간행물,document
DOC_213007_4,213007,통계설명메타,document
DOC_213008_2,213008,간행물,document
DOC_213009_4,213009,통계설명메타,document
DOC_213011_4,213011,통계설명메타,document
DOC_213013_4,213013,통계설명메타,document
DOC_213014_2,213014,간행물,document
DOC_213014_3,213014,보도자료,document
DOC_213015_2,213015,간행물,document
DOC_214002_4,214002,통계설명메타,document
DOC_214003_2,214003,간행물,document
DOC_214004_4,214004,통계설명메타,document
DOC_214006_2,214006,간행물,document
DOC_214007_2,214007,간행물,document
DOC_214009_4,214009,통계설명메타,document
DOC_214010_4,214010,통계설명메타,document
DOC_215002_4,215002,통계설명메타,document
DOC_215003_4,215003,통계설명메타,document
DOC_215004_4,215004,통계설명메타,document
DOC_215005_2,215005,간행물,document
DOC_215006_4,215006,통계설명메타,document
DOC_215007_4,215007,통계설명메타,document
DOC_215008_4,215008,통계설명메타,document
DOC_216003_4,216003,통계설명메타,document
DOC_216004_2,216004,간행물,document
DOC_216005_4,216005,통계설명메타,document
DOC_216006_2,216006,간행물,document
DOC_216009_4,216009,통계설명메타,document
DOC_216010_3,216010,보도자료,document
DOC_216010_4,216010,통계설명메타,document
DOC_216011_4,216011,통계설명메타,document
DOC_216012_4,216012,통계설명메타,document
DOC_216013_4,216013,통계설명메타,document
DOC_216014_3,216014,보도자료,document
DOC_216014_4,216014,통계설명메타,document
DOC_217001_2,217001,간행물,document
DOC_217001_3,217001,보도자료,document
DOC_217003_4,217003,통계설명메타,document
DOC_217004_4,217004,통계설명메타,document
DOC_217005_4,217005,통계설명메타,document
DOC_217008_2,217008,간행물,document
DOC_217009_4,217009,통계설명메타,document
DOC_218002_4,218002,통계설명메타,document
DOC_218003_4,218003,통계설명메타,document
DOC_218004_4,218004,통계설명메타,document
DOC_218005_4,218005,통계설명메타,document
DOC_218006_2,218006,간행물,document
DOC_218007_2,218007,간행물,document
DOC_218010_2,218010,간행물,document
DOC_218010_3,218010,보도자료,document
DOC_218011_3,218011,보도자료,document
DOC_218011_4,218011,통계설명메타,document
DOC_218012_4,218012,통계설명메타,document
DOC_218014_2,218014,간행물,document
DOC_218015_3,218015,보도자료,document
DOC_218015_4,218015,통계설명메타,document
DOC_218016_2,218016,간행물,document
DOC_218016_3,218016,보도자료,document
DOC_301001_1,301001,이용자용통계정보보고서,document
DOC_301001_3,301001,보도자료,document
DOC_301002_1,301002,이용자용통계정보보고서,document
DOC_301002_3,301002,보도자료,document
DOC_301004_1,301004,이용자용통계정보보고서,document
DOC_301004_3,301004,보도자료,document
DOC_301006_1,301006,이용자용통계정보보고서,document
DOC_301006_3,301006,보도자료,document
DOC_301008_1,301008,이용자용통계정보보고서,document
DOC_301008_3,301008,보도자료,document
DOC_301009_1,301009,이용자용통계정보보고서,document
DOC_301009_3,301009,보도자료,document
DOC_301010_1,301010,이용자용통계정보보고서,document
DOC_301010_3,301010,보도자료,document
DOC_301011_1,301011,이용자용통계정보보고서,document
DOC_301011_3,301011,보도자료,document
DOC_301018_1,301018,이용자용통계정보보고서,document
DOC_301018_3,301018,보도자료,document
DOC_301019_1,301019,이용자용통계정보보고서,document
DOC_301019_2,301019,간행물,document
DOC_301020_1,301020,이용자용통계정보보고서,document
DOC_301020_3,301020,보도자료,document
DOC_301021_1,301021,이용자용통계정보보고서,document
DOC_301021_3,301021,보도자료,document
DOC_301022_1,301022,이용자용통계정보보고서,document
DOC_301022_3,301022,보도자료,document
DOC_301023_1,301023,이용자용통계정보보고서,document
DOC_301024_1,301024,이용자용통계정보보고서,document
DOC_301024_3,301024,보도자료,document
DOC_301025_3,301025,보도자료,document
DOC_301025_4,301025,통계설명메타,document
DOC_302001_1,302001,이용자용통계정보보고서,document
DOC_302001_2,302001,간행물,document
DOC_302001_3,302001,보도자료,document
DOC_303003_1,303003,이용자용통계정보보고서,document
DOC_303003_2,303003,간행물,document
DOC_303005_3,303005,보도자료,document
DOC_303005_4,303005,통계설명메타,document
DOC_304004_1,304004,이용자용통계정보보고서,document
DOC_304004_3,304004,보도자료,document
DOC_306001_1,306001,이용자용통계정보보고서,document
DOC_306001_2,306001,간행물,document
DOC_306001_3,306001,보도자료,document
DOC_307001_1,307001,이용자용통계정보보고서,document
DOC_307001_2,307001,간행물,document
DOC_307002_1,307002,이용자용통계정보보고서,document
DOC_307002_2,307002,간행물,document
DOC_309002_1,309002,이용자용통계정보보고서,document
DOC_309002_2,309002,간행물,document
DOC_310002_1,310002,이용자용통계정보보고서,document
DOC_310002_2,310002,간행물,document
DOC_311001_1,311001,이용자용통계정보보고서,document
DOC_313001_1,313001,이용자용통계정보보고서,document
DOC_314001_1,314001,이용자용통계정보보고서,document
DOC_314001_2,314001,간행물,document
DOC_314002_1,314002,이용자용통계정보보고서,document
DOC_314002_2,314002,간행물,document
DOC_314004_1,314004,이용자용통계정보보고서,document
DOC_315001_1,315001,이용자용통계정보보고서,document
DOC_315002_1,315002,이용자용통계정보보고서,document
DOC_315002_3,315002,보도자료,document
DOC_315003_1,315003,이용자용통계정보보고서,document
DOC_318001_1,318001,이용자용통계정보보고서,document
DOC_318001_3,318001,보도자료,document
DOC_318002_1,318002,이용자용통계정보보고서,document
DOC_318002_3,318002,보도자료,document
DOC_321001_1,321001,이용자용통계정보보고서,document
DOC_321003_1,321003,이용자용통계정보보고서,document
DOC_321003_3,321003,보도자료,document
DOC_322001_1,322001,이용자용통계정보보고서,document
DOC_322001_2,322001,간행물,document
DOC_322002_1,322002,이용자용통계정보보고서,document
DOC_322002_3,322002,보도자료,document
DOC_323001_1,323001,이용자용통계정보보고서,document
DOC_323001_3,323001,보도자료,document
DOC_325001_1,325001,이용자용통계정보보고서,document
DOC_325001_3,325001,보도자료,document
DOC_326001_1,326001,이용자용통계정보보고서,document
DOC_326001_3,326001,보도자료,document
DOC_327003_1,327003,이용자용통계정보보고서,document
DOC_327005_1,327005,이용자용통계정보보고서,document
DOC_327005_2,327005,간행물,document
DOC_328001_1,328001,이용자용통계정보보고서,document
DOC_329001_1,329001,이용자용통계정보보고서,document
DOC_329001_2,329001,간행물,document
DOC_329004_1,329004,이용자용통계정보보고서,document
DOC_329004_2,329004,간행물,document
DOC_331001_1,331001,이용자용통계정보보고서,document
DOC_331007_1,331007,이용자용통계정보보고서,document
DOC_331007_2,331007,간행물,document
DOC_331009_1,331009,이용자용통계정보보고서,document
DOC_331009_2,331009,간행물,document
DOC_334001_1,334001,이용자용통계정보보고서,document
DOC_334001_3,334001,보도자료,document
DOC_334006_1,334006,이용자용통계정보보고서,document
DOC_334006_3,334006,보도자료,document
DOC_334009_1,334009,이용자용통계정보보고서,document
DOC_334010_1,334010,이용자용통계정보보고서,document
DOC_336001_1,336001,이용자용통계정보보고서,document
DOC_336002_1,336002,이용자용통계정보보고서,document
DOC_336002_2,336002,간행물,document
DOC_336003_1,336003,이용자용통계정보보고서,document
DOC_337001_1,337001,이용자용통계정보보고서,document
DOC_337001_2,337001,간행물,document
DOC_337002_1,337002,이용자용통계정보보고서,document
DOC_337003_1,337003,이용자용통계정보보고서,document
DOC_337003_2,337003,간행물,document
DOC_337004_1,337004,이용자용통계정보보고서,document
DOC_338001_1,338001,이용자용통계정보보고서,document
DOC_338001_2,338001,간행물,document
DOC_339001_1,339001,이용자용통계정보보고서,document
DOC_339002_1,339002,이용자용통계정보보고서,document
DOC_340005_1,340005,이용자용통계정보보고서,document
DOC_340005_2,340005,간행물,document
DOC_340005_3,340005,보도자료,document
DOC_340006_1,340006,이용자용통계정보보고서,document
DOC_340006_2,340006,간행물,document
DOC_341001_1,341001,이용자용통계정보보고서,document
DOC_341001_2,341001,간행물,document
DOC_342004_1,342004,이용자용통계정보보고서,document
DOC_342004_2,342004,간행물,document
DOC_342005_1,342005,이용자용통계정보보고서,document
DOC_342005_2,342005,간행물,document
DOC_342005_3,342005,보도자료,document
DOC_343001_1,343001,이용자용통계정보보고서,document
DOC_344001_1,344001,이용자용통계정보보고서,document
DOC_344001_3,344001,보도자료,document
DOC_344002_1,344002,이용자용통계정보보고서,document
DOC_344002_2,344002,간행물,document
DOC_348001_1,348001,이용자용통계정보보고서,document
DOC_350003_1,350003,이용자용통계정보보고서,document
DOC_350004_1,350004,이용자용통계정보보고서,document
DOC_350005_1,350005,이용자용통계정보보고서,document
DOC_350005_2,350005,간행물,document
DOC_350005_3,350005,보도자료,document
DOC_350006_1,350006,이용자용통계정보보고서,document
DOC_350006_3,350006,보도자료,document
DOC_350007_1,350007,이용자용통계정보보고서,document
DOC_350007_3,350007,보도자료,document
DOC_354002_1,354002,이용자용통계정보보고서,document
DOC_354002_3,354002,보도자료,document
DOC_354003_3,354003,보도자료,document
DOC_354004_2,354004,간행물,document
DOC_354005_4,354005,통계설명메타,document
DOC_354006_4,354006,통계설명메타,document
DOC_355001_1,355001,이용자용통계정보보고서,document
DOC_357001_1,357001,이용자용통계정보보고서,document
DOC_358004_2,358004,간행물,document
DOC_358004_3,358004,보도자료,document
DOC_358005_2,358005,간행물,document
DOC_360002_1,360002,이용자용통계정보보고서,document
DOC_360005_1,360005,이용자용통계정보보고서,document
DOC_360007_1,360007,이용자용통계정보보고서,document
DOC_363001_1,363001,이용자용통계정보보고서,document
DOC_365001_1,365001,이용자용통계정보보고서,document
DOC_365001_2,365001,간행물,document
DOC_365002_1,365002,이용자용통계정보보고서,document
DOC_365002_2,365002,간행물,document
DOC_365003_1,365003,이용자용통계정보보고서,document
DOC_365003_2,365003,간행물,document
DOC_365004_1,365004,이용자용통계정보보고서,document
DOC_365004_2,365004,간행물,document
DOC_365005_1,365005,이용자용통계정보보고서,document
DOC_365005_2,365005,간행물,document
DOC_366001_1,366001,이용자용통계정보보고서,document
DOC_367001_1,367001,이용자용통계정보보고서,document
DOC_367001_2,367001,간행물,document
DOC_367001_3,367001,보도자료,document
DOC_369001_1,369001,이용자용통계정보보고서,document
DOC_370001_1,370001,이용자용통계정보보고서,document
DOC_370002_1,370002,이용자용통계정보보고서,document
DOC_370003_1,370003,이용자용통계정보보고서,document
DOC_370003_3,370003,보도자료,document
DOC_372001_1,372001,이용자용통계정보보고서,document
DOC_372001_2,372001,간행물,document
DOC_372002_1,372002,이용자용통계정보보고서,document
DOC_372002_2,372002,간행물,document
DOC_373001_1,373001,이용자용통계정보보고서,document
DOC_373002_1,373002,이용자용통계정보보고서,document
DOC_373002_2,373002,간행물,document
DOC_375001_1,375001,이용자용통계정보보고서,document
DOC_375001_3,375001,보도자료,document
DOC_377001_1,377001,이용자용통계정보보고서,document
DOC_377001_2,377001,간행물,document
DOC_378001_1,378001,이용자용통계정보보고서,document
DOC_378001_2,378001,간행물,document
DOC_380002_1,380002,이용자용통계정보보고서,document
DOC_380002_2,380002,간행물,document
DOC_380002_3,380002,보도자료,document
DOC_380003_1,380003,이용자용통계정보보고서,document
DOC_380003_2,380003,간행물,document
DOC_380004_1,380004,이용자용통계정보보고서,document
DOC_380004_2,380004,간행물,document
DOC_383002_1,383002,이용자용통계정보보고서,document
DOC_383002_2,383002,간행물,document
DOC_383003_1,383003,이용자용통계정보보고서,document
DOC_383003_2,383003,간행물,document
DOC_383004_1,383004,이용자용통계정보보고서,document
DOC_383004_2,383004,간행물,document
DOC_383005_2,383005,간행물,document
DOC_385001_1,385001,이용자용통계정보보고서,document
DOC_385001_2,385001,간행물,document
DOC_386001_1,386001,이용자용통계정보보고서,document
DOC_387004_1,387004,이용자용통계정보보고서,document
DOC_387004_3,387004,보도자료,document
DOC_388001_1,388001,이용자용통계정보보고서,document
DOC_388001_2,388001,간행물,document
DOC_388003_1,388003,이용자용통계정보보고서,document
DOC_388003_3,388003,보도자료,document
DOC_388004_1,388004,이용자용통계정보보고서,document
DOC_388004_3,388004,보도자료,document
DOC_389002_1,389002,이용자용통계정보보고서,document
DOC_389002_2,389002,간행물,document
DOC_389002_3,389002,보도자료,document
DOC_389003_1,389003,이용자용통계정보보고서,document
DOC_389003_3,389003,보도자료,document
DOC_390002_1,390002,이용자용통계정보보고서,document
DOC_390002_3,390002,보도자료,document
DOC_392001_1,392001,이용자용통계정보보고서,document
DOC_392001_2,392001,간행물,document
DOC_392003_1,392003,이용자용통계정보보고서,document
DOC_392003_2,392003,간행물,document
DOC_392004_1,392004,이용자용통계정보보고서,document
DOC_392004_2,392004,간행물,document
DOC_392004_3,392004,보도자료,document
DOC_392005_1,392005,이용자용통계정보보고서,document
DOC_392005_2,392005,간행물,document
DOC_393001_1,393001,이용자용통계정보보고서,document
DOC_393001_2,393001,간행물,document
DOC_393001_3,393001,보도자료,document
DOC_395001_1,395001,이용자용통계정보보고서,document
DOC_395001_2,395001,간행물,document
DOC_395002_1,395002,이용자용통계정보보고서,document
DOC_395002_2,395002,간행물,document
DOC_395002_3,395002,보도자료,document
DOC_397001_1,397001,이용자용통계정보보고서,document
DOC_397001_3,397001,보도자료,document
DOC_398001_1,398001,이용자용통계정보보고서,document
DOC_398001_2,398001,간행물,document
DOC_399002_1,399002,이용자용통계정보보고서,document
DOC_399002_2,399002,간행물,document
DOC_399003_1,399003,이용자용통계정보보고서,document
DOC_399003_2,399003,간행물,document
DOC_399004_1,399004,이용자용통계정보보고서,document
DOC_399004_2,399004,간행물,document
DOC_402001_1,402001,이용자용통계정보보고서,document
DOC_402001_2,402001,간행물,document
DOC_402002_1,402002,이용자용통계정보보고서,document
DOC_402002_2,402002,간행물,document
DOC_402003_1,402003,이용자용통계정보보고서,document
DOC_402003_2,402003,간행물,document
DOC_403001_1,403001,이용자용통계정보보고서,document
DOC_405001_1,405001,이용자용통계정보보고서,document
DOC_405001_2,405001,간행물,document
DOC_408001_1,408001,이용자용통계정보보고서,document
DOC_408001_2,408001,간행물,document
DOC_408001_3,408001,보도자료,document
DOC_408002_1,408002,이용자용통계정보보고서,document
DOC_408002_2,408002,간행물,document
DOC_408002_3,408002,보도자료,document
DOC_408003_4,408003,통계설명메타,document
DOC_408004_4,408004,통계설명메타,document
DOC_409001_1,409001,이용자용통계정보보고서,document
DOC_410001_1,410001,이용자용통계정보보고서,document
DOC_410001_2,410001,간행물,document
DOC_411001_1,411001,이용자용통계정보보고서,document
DOC_411002_2,411002,간행물,document
DOC_412001_1,412001,이용자용통계정보보고서,document
DOC_412001_3,412001,보도자료,document
DOC_413001_1,413001,이용자용통계정보보고서,document
DOC_413001_2,413001,간행물,document
DOC_413001_3,413001,보도자료,document
DOC_413002_2,413002,간행물,document
DOC_413002_3,413002,보도자료,document
DOC_414001_2,414001,간행물,document
DOC_414002_4,414002,통계설명메타,document
DOC_415001_1,415001,이용자용통계정보보고서,document
DOC_417001_1,417001,이용자용통계정보보고서,document
DOC_417001_2,417001,간행물,document
DOC_417001_3,417001,보도자료,document
DOC_417002_1,417002,이용자용통계정보보고서,document
DOC_417002_2,417002,간행물,document
DOC_418001_2,418001,간행물,document
DOC_420001_1,420001,이용자용통계정보보고서,document
DOC_421001_1,421001,이용자용통계정보보고서,document
DOC_422001_1,422001,이용자용통계정보보고서,document
DOC_422002_3,422002,보도자료,document
DOC_422002_4,422002,통계설명메타,document
DOC_423002_1,423002,이용자용통계정보보고서,document
DOC_423002_2,423002,간행물,document
DOC_424001_1,424001,이용자용통계정보보고서,document
DOC_424001_2,424001,간행물,document
DOC_426001_2,426001,간행물,document
DOC_426001_3,426001,보도자료,document
